id,title,vote_average,popularity,tags
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,4.9,11.77398,jamesmarsden nicknolte christinaapplegate bettemidler pascalehutton comedy family torture aftercreditsstinger duringcreditsstinger 3d bradpeyton the ongoing war canine feline species put hold join forces thwart rogue cat spy sinister plans conquest
8247,Jumper,5.9,21.218,haydenchristensen jamiebell samuelljackson rachelbilson michaelrooker adventure fantasy sciencefiction adolescence basedonnovel lossofchild fight chase teleportation supernaturalpowers leapintime enemy motherlylove dougliman david rice man knows boundaries jumper born uncanny ability teleport instantly anywhere earth when discovers others like himself david thrust dangerous bloodthirsty war hunted sinister determined group zealots sworn destroy jumpers now davids extraordinary gift may hope survival
11253,Hellboy II: The Golden Army,6.5,58.57976,ronperlman selmablair jeffreytambor dougjones johnhurt adventure fantasy sciencefiction auction northernireland resignation superhero rebellion violence spear cutarm splitscreen superheroteam armrippedoff supervillain remorse selfexile vanishingfigure fathersonconflict guillermodeltoro in continuation adventure demon superhero evil elf breaks ancient pact humans creatures declares war humanity he mission release the golden army deadly group fighting machines destroy human race as hell earth ready erupt hellboy crew set defeat evil prince
1949,Zodiac,7.3,51.970905,jakegyllenhaal robertdowneyjr markruffalo anthonyedwards briancox crime drama mystery thriller california sanfrancisco killing journalist newspaper massmurder plannedmurder embassy victim threattodeath victimofmurder code police murder serialkiller reporter davidfincher the true story investigation the zodiac killer serial killer terrified san francisco bay area taunting police ciphers letters the case becomes obsession four men lives careers built destroyed endless trail clues
8452,The 6th Day,5.7,18.447479,arnoldschwarzenegger michaelrapaport tonygoldwyn michaelrooker sarahwynter sciencefiction clone future murder cloning lasergun dystopicfuture implantedmemory scifithriller rogerspottiswoode futuristic action man meets clone stumbles grand conspiracy clones taking world
310,Bruce Almighty,6.4,109.684788,jimcarrey jenniferaniston philipbakerhall catherinebell lisaannwalter fantasy comedy christianity moon responsability moses streetgang lovesickness journalism newlove faith prayer god carcrash tomshadyac bruce nolan toils human interest television reporter buffalo ny despite high ratings love beautiful girlfriend grace bruce remains unfulfilled at end worst day life angrily ridicules god almighty responds endowing bruce his divine powers
27578,The Expendables,6.0,77.580661,sylvesterstallone jasonstatham dolphlundgren ericroberts randycouture thriller adventure action tattoo martialarts sniper island mercenary bridge rescue escape church drug blade ensemblecast duringcreditsstinger sylvesterstallone barney ross leads band highly skilled mercenaries including knife enthusiast lee christmas martial arts expert heavy weapons specialist demolitionist loosecannon sniper when group commissioned mysterious mr church assassinate dictator small south american island barney lee visit remote locale scout opposition discover true nature conflict engulfing city
954,Mission: Impossible,6.7,75.290998,tomcruise jonvoight emmanuellebart henryczerny jeanreno adventure action thriller paris londonengland spy cia terrorist secretidentity undercover armsdeal headquarter secretbase secretmission prague embassy secretagent tgv computer mission basedontvseries espionage agent briandepalma when ethan hunt leader crack espionage team whose perilous operation gone awry explanation discovers mole penetrated cia hes surprised learn hes no 1 suspect to clear name hunt must ferret real double agent and process even score
70160,The Hunger Games,6.9,68.550698,jenniferlawrence joshhutcherson liamhemsworth woodyharrelson elizabethbanks sciencefiction adventure fantasy hallucination dystopia femaleprotagonist bowandarrow knifethrowing knifefight game archery blindness glamour roastedpig sponsor chariot fictionaltvshow mineexplosion basedonyoungadultnovel garyross every year ruins north america nation panem forces twelve districts send teenage boy girl compete hunger games part twisted entertainment part government intimidation tactic hunger games nationally televised event tributes must fight one another one survivor remains pitted highlytrained tributes prepared games entire lives katniss forced rely upon sharp instincts well mentorship drunken former victor haymitch abernathy if shes ever return home district 12 katniss must make impossible choices arena weigh survival humanity life love the world watching
45243,The Hangover Part II,6.2,58.040149,bradleycooper edhelms zachgalifianakis justinbartha kenjeong comedy sunglasses interpol undercovercop hangover duringcreditsstinger toddphillips the hangover crew heads thailand stus wedding after disaster bachelor party las vegas last year stu playing safe mellow prewedding brunch however nothing goes planned bangkok perfect setting another adventure rowdy group
364,Batman Returns,6.6,59.113174,michaelkeaton dannydevito michellepfeiffer christopherwalken michaelgough action fantasy holiday corruption doublelife dccomics crimefighter hallucination christmastree gothamcity vigilante superhero violence darkhero fictionalcity supervillain superpowers deformed birdcage evilcircus christmasholiday timburton having defeated joker batman faces penguin warped deformed individual intent accepted gotham society crooked businessman max schreck coerced helping become mayor gotham attempt expose batman different light selina kyle maxs secretary thrown top building transformed catwoman mysterious figure personality disorder batman batman must attempt clear name time deciding must done catwoman
7518,Over the Hedge,6.3,36.32705,brucewillis garryshandling stevecarell wandasykes williamshatner comedy animation family squirrel eatinganddrinking vororte garden grizzlybear entrapment suburbianidyll garbage forest turtle hidinginagarbagecontainer skunk racoon animal kareykirkpatrick timjohnson a scheming raccoon fools mismatched family forest creatures helping repay debt food invading new suburban sprawl popped hibernating learns lesson family himself
11544,Lilo & Stitch,7.1,55.659988,chrissanders daveighchase tiacarrere davidogdenstiers kevinmcdonald animation family sistersisterrelationship extraterrestrialtechnology hawaii adoption mutation alienlifeform alienphenomenons animation dog deadparents chrissanders deandeblois a lonely hawaiian girl named lilo raised older sister nani parents die watch social worker cobra bubbles when lilo adopts funnylooking dog names stitch realize new best friend wacky alien created mad scientist dr jumba
9986,Charlotte's Web,5.8,14.132583,juliaroberts stevebuscemi johncleese oprahwinfrey cedrictheentertainer comedy family fantasy hero barn spider pig egg friendship spring uncle friends rescue survival talkinganimal grass family desk raincoat talkingpig garywinick wilbur pig scared end season knows come time end dinner table he hatches plan charlotte spider lives pen ensure never happen
8656,Deep Impact,5.9,34.070054,robertduvall taleoni elijahwood vanessaredgrave morganfreeman action drama romance usapresident nasa metereologist spacemission comet naturaldisaster tsunami astronomer astronaut womandirector disastermovie mimileder a sevenmilewide space rock hurtling toward earth threatening obliterate planet now president united states save world he appoints toughasnails veteran astronaut lead joint americanrussian crew space destroy comet impact meanwhile enterprising reporter uses smarts uncover scoop century
146216,RED 2,6.4,44.34333,brucewillis catherinezetajones anthonyhopkins helenmirren johnmalkovich action comedy crime thriller paris londonengland cia russia mi6 hiredkiller explodingairplane deanparisot retired cia agent frank moses reunites unlikely team elite operatives global quest track missing portable nuclear device
9291,The Longest Yard,6.2,26.065735,adamsandler chrisrock burtreynolds michaelirvin nelly comedy drama prison americanfootball prisoner blackmail supervisor sport petersegal pro quarterback paul crewe former college champion coach nate scarboro time prison asked put together team inmates take guards crewe enlists help scarboro coach inmates victory football game fixed turn quite another way
55301,Alvin and the Chipmunks: Chipwrecked,5.4,23.473004,jasonlee davidcross jennyslate andybuckley justinlong comedy fantasy family music animation sequel chipmunk cruiseship overboard mikemitchell playing around aboard cruise ship chipmunks chipettes accidentally go overboard end marooned tropical paradise they discover new turf deserted seems
109418,Grown Ups 2,5.8,45.589568,adamsandler kevinjames chrisrock davidspade salmahayek comedy dennisdugan the allstar comedy cast grown ups returns with exciting new additions summertime laughs lenny adam sandler relocated family back small town friends grew up this time around grown ups ones learning lessons kids day notoriously full surprises last day school
11665,Get Smart,6.0,23.496054,stevecarell annehathaway dwaynejohnson alanarkin terencestamp action comedy thriller dancing spy terrorist traitor airplane violin basedontvseries legs petersegal when identities secret agents control compromised chief promotes hapless eager analyst maxwell smart teams stylish capable agent 99 spy whose cover remains intact can work together thwart evil plans kaos crafty operative
6964,Something's Gotta Give,6.3,16.939441,jacknicholson dianekeaton keanureeves francesmcdormand amandapeet drama comedy romance agedifference ladykiller womandirector nancymeyers harry sanborn aged music industry exec fondness younger women like marin latest trophy girlfriend things get little awkward harry suffers heart attack home marins mother erica left care erica doctor love triangle starts take shape
11324,Shutter Island,7.8,81.914696,leonardodicaprio markruffalo benkingsley emilymortimer michellewilliams drama thriller mystery basedonnovel island hurricane investigation psychiatrichospital usmarshal conspiracytheory 1950s martinscorsese world war ii soldierturnedus marshal teddy daniels investigates disappearance patient hospital criminally insane efforts compromised troubling visions also mysterious doctor
12193,Four Christmases,5.3,19.500893,vincevaughn reesewitherspoon robertduvall sissyspacek jonvoight comedy romance drama holiday romanticcomedy dysfunctionalfamily christmas sethgordon brad kate made something art form avoiding families holidays year foolproof plan go bust big time stuck city airport departing flights canceled couple embarrassed see ruse exposed world overzealous television reporter now brad kate left precious little choice swallow pride suffer rounds
9928,Robots,6.0,29.558157,robinwilliams ewanmcgregor halleberry melbrooks paulaabdul animation comedy family sciencefiction inventor businessman robot dishonesty chriswedge carlossaldanha rodney copperbottom young robot inventor dreams making world better place evil ratchet takes big weld industries now rodneys dreams friends danger becoming obsolete
754,Face/Off,6.8,46.075037,johntravolta nicolascage joanallen alessandronivola ginagershon action crime sciencefiction thriller undercover mexicanstandoff biologicalweapon facetransplant rageandhate fistfight hostility revenge deception tragedy shootout hospital boatchase losangeles explosion extremeviolence fbiagent prisonescape criminalgang flashback goldengun archvillain bulletballet johnwoo an antiterrorism agent goes knife acquire likeness terrorist gather details bombing plot when terrorist escapes custody undergoes surgery look like agent get close agents family
10202,Bedtime Stories,5.9,23.531721,adamsandler kerirussell guypearce courteneycox lucylawless fantasy comedy family romance wishescometrue escapade disorder imaginary miraculousevent imaginarykingdom lifeturnedupsidedown nothinggoesright adamshankman skeeter bronson downonhisluck guy whos always telling bedtime stories niece nephew but life turned upside fantastical stories makes entertainment inexplicably turn reality can bewildered skeeter manage unruly fantasies outrageous characters situations mind morphed actual people events
4147,Road to Perdition,7.3,49.078546,tomhanks tylerhoechlin jenniferjasonleigh liamaiken paulnewman thriller crime drama basedongraphicnovel homework shotinthechin softboiledegg learningtodrive spoiledson scarredface thompsonsubmachinegun frostonawindow cauterizingawound libertyhalfdollar sammendes mike sullivan works hit man crime boss john rooney sullivan views rooney father figure however son witness killing mike sullivan finds run attempt save life son time looking revenge wronged him
50546,Just Go with It,6.3,37.02665,adamsandler jenniferaniston nicolekidman nickswardson brooklyndecker romance comedy beach fictitiousmarriage blackmail plasticsurgery marriage love beautifulwoman kidsandfamily dennisdugan a plastic surgeon romancing much younger schoolteacher enlists loyal assistant pretend soon exwife order cover careless lie when lies backfire assistants kids become involved everyone heads weekend hawaii change lives
1701,Con Air,6.5,45.154631,nicolascage johncusack johnmalkovich vingrhames nickchinlund action thriller crime prison ambush helicopter airport gasstation undercover mexicanstandoff bravery hijacking escape shootout usmarshal lasvegas explosion brutality violence convict desert warhero deaagent motorcyclechase simonwest when government puts rotten criminal eggs one airborne basket asking trouble before say pass barf bag crooks control plane led creepy cyrus the virus grissom watching every move justreleased cameron poe whod rather reunite family
13027,Eagle Eye,6.3,46.887983,shialabeouf michellemonaghan rosariodawson michaelchiklis anthonymackie mystery thriller action artificialintelligence washingtondc secretidentity hostage technology fbi pentagon twinbrother fbiagent djcaruso jerry shaw rachel holloman two strangers whose lives suddenly thrown turmoil mysterious woman never met threatening lives family unseen caller uses everyday technology control actions push increasing danger as events escalate jerry rachel become countrys mostwanted fugitives must figure happening them
2289,Cold Mountain,6.7,24.598479,judelaw nicolekidman renezellweger eileenatkins brendangleeson drama lossoflover lossoffamily deserter lossoffather loveofoneslife anthonyminghella in classic story love devotion set backdrop american civil war wounded confederate soldier named wp inman deserts unit travels across south aiming return young wife ada left behind tend farm as inman makes perilous journey home ada struggles keep home intact assistance ruby mysterious drifter sent help kindly neighbor
20504,The Book of Eli,6.6,32.363538,denzelwashington garyoldman milakunis raystevenson jenniferbeals action thriller sciencefiction book postapocalyptic dystopia faith blind alberthughes allenhughes a postapocalyptic tale lone man fights way across america order protect sacred book holds secrets saving humankind
9574,Flubber,5.3,11.50396,robinwilliams marciagayharden christophermcdonald raymondjbarry clancybrown comedy family sciencefiction weddingvows inventor slime green flight madscientist wedding lesmayfield professor phillip brainard absent minded professor works assistant weebo trying create substance thats new source energy save medfield college sweetheart sara president he missed wedding twice afternoon third wedding professor brainard creates flubber allows objects fly air
11618,The Haunting,5.2,19.375768,liamneeson catherinezetajones owenwilson lilitaylor brucedern horror thriller fantasy mystery basedonnovel trauma castle hauntedhouse insomnia bone poster painting remake haunting childlabor audiorecording spiralstaircase evil loner researcher insomniac paranormalactivity logbook strangenoise spook cherub jandebont dr david marrow invites nell vance theo luke sanderson eerie isolated hill house subjects sleep disorder study the unfortunate guests discover marrow far interested sinister mansion soon see true nature horror
2300,Space Jam,6.5,36.125715,michaeljordan wayneknight billywest deebradleybaker theresarandle animation comedy drama family fantasy sport basketball doctor basketballteam basketballgame referee basketballcourt tweetybird speedygonzales cartoonchicken sylvesterthecat cartoonrealitycrossover basketballhoop cartoonskunk joepytka in desperate attempt win basketball match earn freedom looney tunes seek aid retired basketball champion michael jordan
12096,The Pink Panther,5.6,25.450534,stevemartin kevinkline jeanreno beyoncknowles emilymortimer action comedy crime mystery family robbery investigation inspector killer clouseau pinkpanther murderhunt shawnlevy when coach france soccer team killed poisoned dart stadium end game expensive huge ring diamond pink panther disappears ambitious chief inspector dreyfus assigns worst police inspector jacques clouseau case
10200,The Day the Earth Stood Still,5.2,41.890722,keanureeves jenniferconnelly kathybates jadensmith johncleese drama sciencefiction thriller extraterrestrialtechnology spacecraft ultimatum evacuation panic government remake ufo alien endoftheworld giantrobot tank socialcommentary poweroutage interrogation environmentalism threat aliencontact centralpark messenger nanobots disintegration scottderrickson a representative alien race went drastic evolution survive climate change klaatu comes earth assess whether humanity prevent environmental damage inflicted planet when barred speaking united nations decides humankind shall exterminated planet survive
8834,Conspiracy Theory,6.5,22.179658,melgibson juliaroberts patrickstewart cylkcozart stevekahan action drama mystery thriller newyork cia helicopter assassin secret obsession taxidriver fbi paranoia wheelchair chase theory politics government control coverup murder suspense conspiracy torture flashback target geronimo newsletter richarddonner a man obsessed conspiracy theories becomes target one theories turns true unfortunately order save himself figure theory is
228150,Fury,7.4,139.575085,bradpitt shialabeouf loganlerman michaelpea jonbernthal war drama action worldwarii nazis war nazigermany panzer tank davidayer last months world war ii april 1945 as allies make final push european theater battlehardened us army sergeant 2nd armored division named wardaddy commands sherman tank called fury fiveman crew deadly mission behind enemy lines outnumbered outgunned wardaddy men face overwhelming odds heroic attempts strike heart nazi germany
6068,Six Days Seven Nights,5.6,18.264635,harrisonford anneheche davidschwimmer jacquelineobradors temueramorrison action adventure comedy romance overleven familyguy ivanreitman when quinn grouchy pilot living good life south pacific agrees transfer savvy fashion editor robin tahiti ends stranded deserted island plane crashes the pair avoid first theyre forced team escape island pirates want heads
41515,Yogi Bear,5.2,11.187696,danaykroyd justintimberlake annafaris tomcavanagh christinetaylor comedy family animation adventure picnic sandwich bear 3d yogi ericbrevig jellystone park losing business greedy mayor brown decides shut sell land that means families longer able experience natural beauty outdoors and even worse yogi boo boo tossed home theyve ever known faced biggest challenge ever yogi must prove really smarter average bear boo boo join forces old nemesis ranger smith find way save jellystone park closing forever
9023,Spirit: Stallion of the Cimarron,7.4,41.670544,mattdamon jamescromwell danielstudi chopperbernet jefflebeau western animation adventure comedy family humanbeing freedom mustang rivalry wildlife animation cavalry indianwar eyebrow wildhorse kellyasbury lornacook as wild stallion travels across frontiers old west befriends young human finds true love mare
38317,Zookeeper,5.3,27.46264,kevinjames rosariodawson sylvesterstallone nicknolte jonfavreau comedy romance family talkinganimal scientist germanaccent ostrich monkey bullfrog cardealership duringcreditsstinger frankcoraci a comedy zookeeper might great animals know anything birds bees the man cant find love decides quit job zoo animal friends try stop teach mother nature knows best comes love
2157,Lost in Space,5.0,17.455024,garyoldman williamhurt mattleblanc mimirogers heathergraham adventure family sciencefiction timetravel sabotage deepspaceexplorer stephenhopkins the prospects continuing life earth year 2058 grim so robinsons launched space colonize alpha prime inhabitable planet galaxy but stowaway sabotages mission robinsons find hurtling uncharted space
14462,The Manchurian Candidate,6.2,21.394281,denzelwashington merylstreep lievschreiber jonvoight kimberlyelise drama thriller mystery senator gulfwar canoe kuwait conspiracy warhero uscongress implant jonathandemme when army unit ambushed first gulf war sergeant raymond shaw saved fellow soldiers commanding officer thencaptain ben marco knocked unconscious brokering incident political capital shaw eventually becomes vicepresidential nominee marco haunted dreams happened happen kuwait as marco now major investigates story begins unravel point questions happened all is possible entire unit kidnapped brainwashed believe shaw war hero part plot seize white house some powerful people manchurian global corporation appear desperate stop finding out
161795,Déjà Vu,8.0,0.605645,stephendillane victoriafoyt vanessaredgrave michaelbrandon glynisbarber romance drama love american pin stranger ruby henryjaglom la shop owner dana englishman sean meet fall love first sight sean married dana marry business partner alex
159824,Hotel Transylvania 2,6.7,61.692197,adamsandler andysamberg selenagomez kevinjames stevebuscemi animation comedy family transylvania hotel witch technology magic mummy dracula skeleton onlychild backpacker marriage frankenstein wolfman zombie movingout invisibleman newlife genndytartakovsky when oldoldoldfashioned vampire vlad arrives hotel impromptu family gettogether hotel transylvania collision supernatural oldschool modern day cool
49948,Fantasia 2000,7.0,14.530946,stevemartin itzhakperlman quincyjones bettemidler jamesearljones animation family music orchestra musicalsegments jamesalgar donhahn gatanbrizzi paulbrizzi ericgoldberg hendelbutoy francisglebas pixotehunt blending lively music brilliant animation sequel original fantasia restores the sorcerers apprentice adds seven new shorts
2135,The Time Machine,5.8,25.978555,guypearce markaddy phyllidalaw siennaguillory laurakirk sciencefiction adventure action future timemachine simonwells hoping alter events past 19th century inventor instead travels 800000 years future finds humankind divided two warring races
9822,Mighty Joe Young,5.9,6.643778,charlizetheron radeserbedzija billpaxton reginaking peterfirth action adventure family fantasy gorilla dyinganddeath ronunderwood as child living africa jill young saw mother killed protecting wild gorillas poachers led andrei strasser now adult jill cares orphaned gorilla named joe who due genetic anomaly 15 feet tall when gregg ohara arrives california sees animal convinces jill joe would safest wildlife refuge but strasser follows us intent capturing joe himself
9705,Swordfish,6.1,36.788745,johntravolta hughjackman halleberry doncheadle samshepard action crime thriller femalenudity hacker terrorism violence excon wire losangelesinternationalairportlax misdirection aftercreditsstinger dominicsena rogue agent gabriel shear determined get mitts 9 billion stashed secret drug enforcement administration account he wants cash fight terrorism lacks computer skills necessary hack government mainframe enter stanley jobson nerdowell encryption expert log anything
1656,The Legend of Zorro,5.9,31.054334,antoniobanderas catherinezetajones adrinalonsobarona juliooscarmechoso nickchinlund action adventure california spy fathersonrelationship mexico hero marriagecrisis swordfight divorce americancivilwar martincampbell having spent last 10 years fighting injustice cruelty alejandro de la vega facing greatest challenge loving wife elena thrown house elena filed divorce found comfort arms count armand dashing french aristocrat but alejandro knows something doesnt armand evil mastermind behind terrorist plot destroy united states and so marriage countys future stake zorro save two unions late
12159,What Dreams May Come,6.8,21.891078,robinwilliams cubagoodingjr annabellasciorra maxvonsydow jessicabrooksgrant drama fantasy romance paradise soul underworld heaven painting hell afterlife spiritism vincentward chris neilson dies find heaven amazing could ever dreamed of there one thing missing wife after dies wife annie killed went hell chris decides risk eternity hades small chance able bring back heaven
9678,Little Nicky,5.2,18.335992,adamsandler patriciaarquette harveykeitel rhysifans tomlisterjr comedy fantasy romance fathersonrelationship brothersisterrelationship mephisto bulldogg stevenbrill after lord darkness decides cede thrown three sons two powerful escape earth create kingdom themselves this action closes portal filtering sinful souls hell causes satan wither away he must send weak beloved son little nicky earth return brothers hell
4442,The Brothers Grimm,5.6,40.138009,heathledger mattdamon mackenziecrook rogerashtongriffiths peterstormare adventure fantasy action comedy thriller brotherbrotherrelationship literature aftercreditsstinger terrygilliam folklore collectors con artists jake will grimm travel village village pretending protect townsfolk enchanted creatures performing exorcisms however put test encounter real magical curse haunted forest real magical beings requiring genuine courage
75,Mars Attacks!,6.1,44.090535,jacknicholson glennclose annettebening piercebrosnan dannydevito comedy fantasy sciencefiction savingtheworld totaldestruction whitehouse mars usapresident cataclysm lasergun ambassador congress pest flyingsaucer timburton we come peace green men mars mean invade planet armed irresistible weapons cruel sense humor this star studded cast must play victim aliens fun games comedy homage science fiction films 50s 60s
330770,Evolution,6.4,3.300061,maxbrebant roxaneduran juliemarieparmentier mathieugoldfeld nissimrenard mystery drama horror nurse sea beach boy pregnant blood womandirector lucilehadzihalilovic 11yearold nicolas lives mother seaside housing estate the place ever sees activity hospital it boys village forced undergo strange medical trials attempt disrupt phases evolution
9433,The Edge,6.7,20.632673,alecbaldwin anthonyhopkins ellemacpherson haroldperrineau lqjones action adventure drama photographer grizzlybear wilderness airplane supermodel emergencylanding suspense survival bear animalhorror leetamahori the plane carrying wealthy charles morse crashes alaskan wilderness together two passengers photographer robert assistant stephen charles devises plan help reach civilization however biggest obstacle might elements even kodiak bear stalking could robert charles suspects affair wife would mind seeing dead
19959,Surrogates,5.9,36.664991,brucewillis radhamitchell rosamundpike jamescromwell vingrhames action sciencefiction thriller clone dystopia jonathanmostow set futuristic world humans live isolation interact surrogate robots cop forced leave home first time years order investigate murders others surrogates
11973,Thirteen Days,6.9,18.26121,kevincostner brucegreenwood stevenculp dylanbaker shawndriscoll drama thriller usapresident atomicbomb johnfkennedy kubakrise threat rogerdonaldson dramatisation cuban missile crisis nuclear standoff ussr sparked discovery americans missle bases established soviet allied island cuba shown perspective us president john f kennedy staff advisors
11228,Daylight,5.8,16.681269,sylvesterstallone amybrenneman viggomortensen danhedaya jayosanders action adventure thriller taxi newjersey helicopter river hero taxidriver raceagainsttime guard survival disaster newyorkcity explosion poweroutage dog trapped flood tunnel christmas trappedunderground actionhero robcohen a group armed robbers fleeing police head new jersey tunnel run right trucks transporting toxic waste the spectacular explosion follows results ends tunnel collapsing handful people survived explosion peril kit latura man skill knowledge lead band survivors tunnel structure collapses
77951,Walking With Dinosaurs,5.2,10.088006,charlierowe justinlong karlurban angourierice johnleguizamo animation family adventure dinosaur 3d barrycook neilnightingale walking dinosaurs 3d film depicting lifelike 3d dinosaur characters set photoreal landscapes transports audiences prehistoric world existed 70 million years ago the film based 1999 documentary television miniseries walking dinosaurs produced bbc walking dinosaurs 3d produced evergreen studios company produced happy feet released october 11 2013
5491,Battlefield Earth,3.0,7.89147,johntravolta barrypepper forestwhitaker kimcoates sabinekarsenti action sciencefiction war basedonnovel postapocalyptic dystopia mining fighterjet alieninvasion scientology cavemen bureaucrat cityruin rogerchristian in year 3000 man match psychlos greedy manipulative race aliens quest ultimate profit led powerful terl psychlos stripping earth clean natural resources using broken remnants humanity slaves what left human race descended near primitive state after captured tyler save mankind
10715,Looney Tunes: Back in Action,5.6,16.715631,brendanfraser jennaelfman stevemartin timothydalton heatherlocklear animation comedy family spy duck bunny wretch filmindustry liveactionandanimation joedante bugs bunny daffy duck feuding ways again tired playing second fiddle bugs daffy decided leave studio good he aided warner bros humor impaired vice president comedy kate houghton releases contract instructs wb security guardaspiring stunt man dj drake capture escort daffy studio lot
10197,Nine,5.1,9.357734,judidench danieldaylewis marioncotillard penlopecruz sophialoren drama music romance memory sidewalkcafe roomkey drivingacar coastline stairway searchformeaning sequins singingphotograph slidingdownapole costumedesigner duringcreditsstinger 1960s robmarshall arrogant selfcentered movie director guido contini finds struggling find meaning purpose script latest film endeavor with week left shooting begins desperately searches answers inspiration wife mistress muse mother
9562,Timeline,5.4,11.22268,paulwalker francesoconnor gerardbutler billyconnolly davidthewlis action adventure sciencefiction professor timetravel quantummechanics hundredyearswar excavation laroque knight medievaltimes richarddonner a group archaeological students become trapped past go retrieve professor the group must survive 14th century france long enough rescued
9922,The Postman,6.1,14.564667,kevincostner willpatton oliviawilliams larenztate tompetty drama adventure usa post postman army apocalypse kevincostner in 2013 highways iways dreams better tomorrow scattered survivors across unites states into apocalyptic wasteland comes enigmatic drifter mule knack shakespeare something yet undiscovered power inspire hope
9447,Babe: Pig in the City,5.2,11.356079,jamescromwell marystein mickeyrooney magdaszubanski egdaily adventure comedy drama family fantasy piggybank shortageofmoney pig farm piglet talkinganimal talkingdog dog chimpanzee talkingpig georgemiller babe fresh victory sheepherding contest returns farmer hoggetts farm farmer hoggett injured unable work babe go big city save farm
274854,The Last Witch Hunter,5.7,52.612025,vindiesel roseleslie elijahwood lafurdarrilafsson renaowen fantasy action adventure newyork witch uprising witchhunter breckeisner the modern world holds many secrets far astounding witches still live among us vicious supernatural creatures intent unleashing black death upon world putting end human race all armies witch hunters battled unnatural enemy centuries including kaulder valiant warrior many years ago slayed allpowerful witch queen decimating followers process in moments right death queen cursed kaulder immortality forever separating beloved wife daughter today kaulder last living hunter spent immortal life tracking rogue witches yearning longlost family
8870,Red Planet,5.4,13.800656,valkilmer carrieannemoss benjaminbratt tomsizemore simonbaker thriller action sciencefiction mars future astronaut science catastrophe antonyhoffman astronauts search solutions save dying earth searching mars mission go terribly awry
9992,Arthur and the Invisibles,6.0,27.097932,freddiehighmore miafarrow roncrawford pennybalfour dougrand adventure fantasy animation family grandfathergrandsonrelationship wretch treasurehunt disappearance family fantasyworld lucbesson arthur spirited tenyear old whose parents away looking work whose eccentric grandfather missing several years lives grandmother country house that two days repossessed torn down turned block flats unless arthurs grandfather returns sign papers pay family debt arthur discovers key success lies descent land minimoys creatures larger tooth grandfather helped relocate garden somewhere among hidden pile rubies too can arthur stout heart save day romance beckons well villain lurks
36970,Oceans,7.3,10.706613,piercebrosnan jacquesperrin riemiyazawa aldobaglio matthiasbrandt documentary family ocean sea fish whale duringcreditsstinger jacquesperrin jacquescluzaud an ecological dramadocumentary filmed throughout globe part thriller part meditation vanishing wonders subaquatic world
10077,A Sound of Thunder,4.8,7.342892,heikemakatsch arminrohde davidoyelowo wilfriedhochholdinger edwardburns thriller sciencefiction adventure action dyinganddeath timetravel romance dinosaur peterhyams when hunter sent back prehistoric era runs path must leave causes chain reaction alters history disastrous ways
76649,Pompeii,5.2,50.561849,kitharington carrieannemoss emilybrowning adewaleakinnuoyeagbaje jessicalucas action adventure history romance drama gladiator arena gladiatorfight lava roman forbiddenlove naturaldisaster epic disaster slave towninpanic vulcan volcaniceruption pompeii 3d paulwsanderson set 79 ad pompeii tells epic story milo slave turned invincible gladiator finds race time save true love cassia beautiful daughter wealthy merchant unwillingly betrothed corrupt roman senator as mount vesuvius erupts torrent blazing lava milo must fight way arena order save beloved magnificent pompeii crumbles around him
293644,Top Cat Begins,5.3,0.719996,jasonharris davidhoffman billlobley darindepaul marieveherington comedy animation 3d andrscouturier top cat arrived charm way hearts ever wonder scheming feline got start well top cat begins reveals origins everything know love classic comedy hero what follows adventure crazy seen believed
453,A Beautiful Mind,7.7,59.248437,russellcrowe edharris jenniferconnelly christopherplummer paulbettany drama romance individual schizophrenia massachusetts loveofoneslife intelligence mathematician marketeconomy economictheory princetonuniversity nobelprize mathematicaltheorem mit mathematics delusion ronhoward at princeton university john nash struggles make worthwhile contribution serve legacy world mathematics he finally makes revolutionary breakthrough eventually earn nobel prize after graduate school turns teaching becoming romantically involved student alicia meanwhile government asks help breaking soviet codes soon gets involved terrifying conspiracy plot nash grows paranoid discovery turns entire world upside down now alicias help able recover mental strength regain status great mathematician know today
8587,The Lion King,8.0,90.457886,jonathantaylorthomas matthewbroderick jamesearljones jeremyirons moirakelly family animation drama lossofparents wildboar uncle shaman redemption king scar hyena meerkat rogerallers robminkoff a young lion cub named simba cant wait king but uncle craves title stop nothing get it
72545,Journey 2: The Mysterious Island,5.8,40.723459,dwaynejohnson joshhutcherson kristindavis vanessahudgens luisguzmn adventure action sciencefiction mission mysteriousisland missingperson duringcreditsstinger 3d bradpeyton sean anderson partners moms boyfriend mission find grandfather thought missing mythical island
109451,Cloudy with a Chance of Meatballs 2,6.4,41.247402,billhader annafaris jamescaan willforte andysamberg animation family comedy inventor food scientist codycameron krispearn after disastrous food storm first film flint friends forced leave town flint accepts invitation idol chester v join the live corp company tasked clean island best inventors world create technologies betterment mankind when flint discovers machine still operates creates mutant food beasts like living pickles hungry tacodiles shrimpanzees apple piethons friends must return save world
9533,Red Dragon,6.7,10.083905,anthonyhopkins edwardnorton ralphfiennes harveykeitel emilywatson crime thriller horror psychopath serialkiller fbiagent brettratner former fbi agent will graham almost killed savage hannibal the cannibal lecter choice face again seems lecter one help graham track new serial killer
